Index,Id,Status,Sex,Age,Deme,fgene0,fgene1,fgene2,mgene0,mgene1,mgene2,phen0,phen1,phen2
86,2154,1,0,3,0,-0.264539,0.0252698,-0.0538557,-0.049584,-0.0957347,-0.198843,10,0.5,0.124913
87,2160,1,0,3,0,-0.0757814,0.00115449,-0.269139,0.00672262,0.00935752,0.0105063,10,0.5,0.118425
88,2163,1,0,3,0,-0.0107399,0.134875,-0.00196361,-0.022657,0.0252698,-0.141672,10,0.5,0.244174
89,2176,1,0,3,0,-0.0867219,-0.0236419,-0.114609,0.0398369,-0.0298185,0.16514,10,0.5,0.456496
90,2179,1,0,3,0,-0.0867219,0.0252698,-0.141123,-0.19167,-0.0625026,-0.0940392,10,0.5,0.14409
91,2183,1,1,3,0,-0.0107399,0.0735077,-0.12518,0.0053598,0.141173,-0.00561113,10,0.5,0.258219
92,2185,1,1,3,0,0.185671,-0.0705341,0.0140882,0.0397055,0.00935752,-0.0424282,10,0.5,0.37025
93,2190,1,0,3,0,-0.0506013,-0.0298185,-0.061082,0.00672262,-0.033265,-0.00196361,10,0.5,0.332299
94,2191,1,0,3,0,-0.0679983,-0.0625026,-0.0538557,0.0560289,0.0771156,0.030388,10,0.5,0.375578
95,2198,1,1,3,0,-0.0811159,-0.172633,-0.17565,0.0708506,-0.127416,-0.012028,10,0.5,0.196014
96,2200,1,1,3,0,-0.13827,-0.0475079,-0.00699485,0.0453465,-0.0470417,-0.00561113,10,0.5,0.387455
97,2212,1,1,3,0,0.0574139,0.0381239,-0.0717985,-0.149306,-0.0102681,0.0599241,10,0.5,0.388255
98,2217,1,0,3,0,-0.140085,0.0252698,-0.0538557,-0.0118814,-0.226361,0.0105063,10,0.5,0.353837
99,2219,1,1,3,0,0.0398369,-0.0462286,-0.211662,-0.264539,-0.0634343,-0.141672,10,0.5,0.0148692
100,2224,1,1,3,0,0.0816999,0.0289936,-0.0787145,-0.19167,-0.226361,0.0359381,10,0.5,0.354464
101,2228,1,0,3,0,0.00365706,-0.0102681,0.0525144,-0.000311832,-0.0470417,0.00460105,10,0.5,0.463695
102,2230,1,0,3,0,-0.126853,-0.0314561,-0.185606,0.0238125,0.0568084,0.0105063,10,0.5,0.209768
103,2234,1,0,3,0,0.0847362,-0.135296,0.177815,0.0979729,-0.12078,-0.203168,10,0.5,0.373516
104,2246,1,1,3,0,0.0238125,0.0703892,0.0976818,0.116464,-0.0621384,0.179763,10,0.5,0.704626
